reqid,request_date,personpremise,address_one,zip,activity_date,activitytypeid,activity_type_desc,object_id
714784.0,2021/01/07 05:00:00+00,COLLECTIONS,1315 HERR LN,40222.0,2021/01/07 05:00:00+00,4,SURVEY,2801.0
714785.0,2021/01/07 05:00:00+00,TUNIE'S BOUTIQUE,1201 HERR LN,40222.0,2021/01/07 05:00:00+00,4,SURVEY,2802.0
714787.0,2021/01/07 05:00:00+00,THORNTONS #28,100 W BROADWAY,40202.0,2021/01/07 05:00:00+00,4,SURVEY,2803.0
714788.0,2021/01/07 05:00:00+00,DADDY RICH'S,617 W OAK ST,40203.0,2021/01/07 05:00:00+00,4,SURVEY,2804.0
714789.0,2021/01/07 05:00:00+00,SPEEDWAY #9391,2210 ARTHUR ST,40208.0,2021/01/07 05:00:00+00,4,SURVEY,2805.0
714790.0,2021/01/07 05:00:00+00,OLD LOUISVILLE BREWERY,625 W MAGNOLIA ST,40208.0,2021/01/07 05:00:00+00,4,SURVEY,2806.0
714791.0,2021/01/07 05:00:00+00,COOKING AT MILLIES,340 W CHESTNUT ST,40202.0,2021/01/07 05:00:00+00,4,SURVEY,2807.0
714846.0,2021/01/07 05:00:00+00,HOTEL DISTILLER,101 W MAIN ST,40202.0,2021/01/07 05:00:00+00,4,SURVEY,2808.0
714847.0,2021/01/07 05:00:00+00,OLD FORESTER GEORGE'S,119 W MAIN ST,40202.0,2021/01/07 05:00:00+00,4,SURVEY,2809.0
714848.0,2021/01/07 05:00:00+00,PATRICK O'SHEAS,123 W MAIN ST,40202.0,2021/01/07 05:00:00+00,4,SURVEY,2810.0
714849.0,2021/01/07 05:00:00+00,DOC CROW'S SOUTHERN SMOKEHOUSE,127 W MAIN ST,40202.0,2021/01/07 05:00:00+00,4,SURVEY,2811.0
714850.0,2021/01/07 05:00:00+00,BEARNO'S BY THE BRIDGE,133 W MAIN ST,40202.0,2021/01/07 05:00:00+00,4,SURVEY,2812.0
714851.0,2021/01/07 05:00:00+00,MERLE'S WHISKEY KITCHEN,122 W MAIN ST,40202.0,2021/01/07 05:00:00+00,4,SURVEY,2813.0
714852.0,2021/01/07 05:00:00+00,EXPO,114 W MAIN ST,40202.0,2021/01/07 05:00:00+00,4,SURVEY,2814.0
714853.0,2021/01/07 05:00:00+00,IMPELLIZZERI'S,110 W MAIN ST,40202.0,2021/01/07 05:00:00+00,4,SURVEY,2815.0
714854.0,2021/01/07 05:00:00+00,ALOFT DOWNTOWN,102 W MAIN ST,40202.0,2021/01/07 05:00:00+00,4,SURVEY,2816.0
714855.0,2021/01/07 05:00:00+00,SIDEBAR,129 N 2ND ST,40202.0,2021/01/07 05:00:00+00,4,SURVEY,2817.0
714856.0,2021/01/07 05:00:00+00,CELTIC PIG,217 E MAIN ST,40202.0,2021/01/07 05:00:00+00,4,SURVEY,2818.0
715021.0,2021/01/07 05:00:00+00,UPS STORE,291 N HUBBARDS LANE,40202.0,2021/01/07 05:00:00+00,4,SURVEY,2819.0
715022.0,2021/01/07 05:00:00+00,PAPA MURPHY'S,291 N HUBBARDS LN,40207.0,2021/01/07 05:00:00+00,4,SURVEY,2820.0
